label	text 
IT과학	세기 의 대국 IT 업계 알파 고 바둑 의 고정 관념 틀 깨 
정치	비상시국 대 토론회 개최 … 김무성 · 김종인 등 참석 
사회	젊 은 건축가 프로그램 우승자 에 건축가 양수인 선정 
스포츠	K 리거 출신 맥긴 한국 전 어려울 것 … 전북 에 좋 은 선수 들 많 아 
스포츠	프로야구 롯데 2018 키즈 클럽 상품 출시 
정치	北 김정 은 베이징 제약 회사 동인 당 공장 전격 방문 종합 
스포츠	ACL 16 강행 좌절 제주 조성환 감독 리그 에서 반 등 . .. 
IT과학	한 번 충전 해 이틀 쓴다 … LG 스마트폰 X 파워 2 MWC 서 공개 
스포츠	호날두 SNS 에 곧 큰 소식 알려 드리 겠 다 
세계	朴 대통령 한 · 케냐 새로운 성공 스토리 써 내려가 야 
IT과학	이산화 탄소 에서 청정 연료 생산 … 전환 기술 한 발짝 
생활문화	신간 나 는 지금 휴 혼 중 입니다 
세계	베네수엘라 국영석 유사 PDVSA 제재 이행 두 고 美 러 공방 
경제	게시판 한화 투자 큐리 지 널 서 재무 정보 제공 
생활문화	4 천 800 ｍ 상공 서 무 술년 첫 해맞이 … 뜨거운 감동 
스포츠	임도헌 라바 리니 보령 VNL 기간 남녀 배구 대표 팀 사령탑 . .. 
경제	이 에스 에 이 120 억 원 규모 3 자 배정 유상 증자 결정 
생활문화	피아노 4 대 · 피아니스트 4 인 한 무대 오른다 
사회	동정 이효성 방통 위원장 MBC 제작 현장 방문 
세계	트럼프 취임 이후 이스라엘 정착 촌 급증 … 美 정부 묵인 
세계	中 곳곳 서 뱅크 런 · 가계 부채 이상 징후 … 당국 대응 시험대 
경제	미래 에 셋 엔 씨 소프트 올해 실적 호조 예상 
생활문화	카메라 뉴스 도자기 만들 기 재미있 어요 
경제	건설 체감 경기 회복세 … CBSI 4 개월 만 에 상승 전환 
사회	현대 상선 용선료 협상 타결 돼도 산 넘 어 산 
IT과학	150 만 원 터치 삼성전자 … 사상 최고 가 기록 경신 할까 종합 
세계	탈레반 일시 휴전 동의 … 평화 협정 체결 날짜 조만간 공표 
IT과학	음성 으로 상품 결제 까지 … KT 롯데 닷컴 AI 쇼핑 서비스 맞손 
세계	백악관 경내 에 수상 한 물체 투척 소동 … 여성 1 명 체포 
스포츠	벤 투호 6 경기 무패 로 올해 마무리 … 한국 축구 연착륙 
사회	신성철 KAIST 총장 신입 생 여러분 이 4 차 산업 혁명 시대 주역 
세계	터키 美 F 35 판매 금지 에 반발 … 동맹 정신 에 반해 종합 
정치	김재원 여야 · 비주류 안 가리 고 경청 해 문제 해결 할 것 
정치	평양 공동 선언 잠시 휴식 시간 갖 는 문 대통령 
정치	홍영표 前 특감 반원 의혹 제기 개인 비리 덮 으려 허위 사실 유포 종합 
세계	마두 로 美 원조 는 가짜 쇼 … 가난 한 콜롬비아 에 갖 다 주 라 
생활문화	질주 본능 아우토반 에 속도 제한 … 獨 서 뜨거운 찬반 논쟁 종합 
IT과학	건국대 연구 팀 식물 이 위 로 성장 하 는 데 뿌리 유전자 가 관여 
사회	MBC 계약직 아나운서 퇴사 사태 결국 행정소송 으로 
스포츠	한국 여자 배구 폴란드 31 로 제압 … VNL 3 승 12 패 로 . .. 
IT과학	수어 영상 크기 · 위치 맘 대로 … 스마트 수어 방송 내년 시작 
생활문화	사진 전 남성 성 의 흔적 의 주인공 들 
IT과학	바닷물 · 가스 수송 속도 개선 한 나노 채널 개발 
스포츠	우리 은행 여자 프로 농구 정규 리그 6 년 연속 1 위 … 역대 최다 . .. 
세계	이란 EU 에 독자 금융 채널 이행 압박 … 美 의 인질 
세계	브렉 시트 안 통과 안 되 면 메이 총리 내각 붕괴 할 수 도 
생활문화	대구 맛 집 에서 할인 에 덤 까지 … 먹거리 골목 음식 주간 
정치	창원 성산 보선 한국 당 · 정의당 후보 접전 … 민주당 3 위 
사회	양승동 KBS 사장 근로 기준 법 위반 혐의 로 검찰 송치 
생활문화	점점 강하 고 커지 는 태풍 링 링 … 7 일 서해안 상륙 한다 
IT과학	5 G 고객 유치 전쟁 … KT 갤 S 10 5 G 지원금 최대 78 만 원 으로 상향 
생활문화	주말 N 여행 옆 에선 연신 잡 아 올리 는데 … 산천어 낚시 꽝 치 지 않 는 비법 은 
세계	美 공화 탄핵 안 넘어와 도 상원 서 부결 … 역풍 맞 을 것 경고 
세계	사우디 국영 방송 아람 코 주식 12 월 11 일 사우디 서 거래 개시 
정치	평양 정상 회담 환송 하 는 평양 시민 들 
세계	여성 운전 주장 사우디 여성 운동가 간첩 혐의 공판 개시 
사회	미래 부 → 과기 정통부 로 탈바꿈 … 26 일 현판식 
생활문화	제 2 회 김광협 문학상 에 신 영배 시인 
생활문화	제주 동부 앞바다 오후 8 시 풍랑 주의보 
스포츠	괴물 류현진 이 던질 때 마다 MLB 100 년 역사 가 바뀐다 
생활문화	귀스타브 도레 판화 성서 에 대하 여 
생활문화	영화 도 보 고 책 도 받 는 도깨비 책방 
생활문화	소설 전집 낸 윤후명 작가 가 쓰 는 건 결국 한 권 의 책 
생활문화	주말 N 여행 강원 권 호반 의 도시 에서 스릴 넘치 는 레저 묘미 에 첨벙 
스포츠	벤 투호 조기 소집 명단 23 명 발표 … 조영욱 · 한승규 첫 승선 
경제	이대훈 농협 은행장 중국 · 호주 진출 추진 현지 출장 
IT과학	아이폰 11 오늘 출시 … LTE 폰 예상외 선전 이 어 갈까 종합 
스포츠	프로 배구 윈 윈 트레이드 점 화 … 비 시즌 전력 보강 본격화 
경제	우리 · 농협 은행 독립 유공자 후손 들 에게 후원금 전달 
정치	민주 한국 당 국회 복귀 압박 … 추경 팽개치 고 민생 언급 말라 
IT과학	구글 서울 데이터 센터 내년 초 오픈 고객 사 혁신 도울 것 
경제	삼성전자 5 G 시대 앞두 고 네트워크 사업 부 수장 교체 
세계	아프간 매체 미국 탈레반 카타르 서 비 공식 협상 재개 
생활문화	새해 첫 해돋이 볼 수 있 다 … 전국 대부분 지역 맑 음 
사회	행안 부 제 7 회 어린이 안전 짱 체험 박람회 참석 
생활문화	금호아트홀 상주 음악가 로 선정 된 박종 해 
경제	그래픽 삼성 바이오 로직스 회계 처리 기준 위반 주요 일지 
사회	글로벌 경쟁 환경 에서 OTT 규제 도입 필요 종합 
스포츠	NBA 시카고 호이 버그 감독 해임 
사회	과기부 2018 년 이동 통신 주파수 할당 계획 브리핑 
세계	트럼프 대학 美 대선 변수 로 … 뉴욕주 법무 장관 이름 부터 사 기 종합 
경제	한국 기업 단기 차입금 비중 42 %… 주요 41 개국 중 5 번 째 
생활문화	김광석 뮤지컬 에 김광석 없 는 이유 는 … 저작 권 시비 로 시름 
스포츠	SK 출신 켈리 벌써 메이저 리그 7 승 … 팀 내 최 다승 
IT과학	헬로모바일 10 GB 요금제 인기 … 나흘 만 에 5 천 명 가입 
스포츠	월드컵 황희 찬 · 김신욱 경고 받 으면 독일 전 못 뛴다 
정치	평화 5 · 18 모욕 한국 당 의원 윤리 위 제소 · 법 적 조치 키로 
경제	EDGC 씨 엔 에스 헬스 케어 주식 200 억 원 양수 결정 
사회	법 사 위 … 與 사법부 신뢰 못 해 vs 한국 유죄 정하 고 재판 종합 
세계	말리 서 민간 인 60 여 명 살해 돼 … 인종 청소 공격 추정 
경제	케이 씨 케이 씨 텍 주식 238 만주 주당 2 만 5 천 원 에 공개 매수 
IT과학	세계 첫 AI 축구 월드컵 KAIST 서 개막 … 12 개국 29 팀 참가 
정치	정의당 상임위 증설 반대 … 상임 위원장 1 석 배분 요구 
스포츠	2019 삼성 신인 이학주 강민호 선배 께 배우 고 싶 다 
스포츠	되 는 집안 DB … 이우정 · 서민수 도 고비 마다 펑펑 
정치	朴 대통령 후반기 국정 치명타 … 野 소통 · 인 적 개편 카드 주목 
정치	그늘 에서 듣 는 후보 유세 
경제	더 존 비즈 온 작년 영업 이익 290 억 원 … 41 %↑ 
정치	김관영 靑 장관 1 ∼ 2 개 내어주 며 협 치 포장 안 돼 
생활문화	빨간색 2 층 버스 타 고 창원시 관광지 둘러 본다 
스포츠	시범 보이 는 남측 태권 도 시범 단 
IT과학	5 G 폰 보다 LTE 폰 이 나아요 … 아이폰 11 출시 일 애플 스토어 북적 
세계	이라크 반정부 시위대 이 란 영사관 또 방화 
IT과학	그래핀 두껍 고 커야 열 내보내 는 효과 좋 다 
IT과학	SNS 돋보기 중력파 직접 탐지 성공 … 100 년 앞선 아인슈타인 놀라워 
세계	스위스 곳곳 에서 수만 명 기후 변화 대응 촉구 행진 
경제	LG G 7 씽 큐 전작 보다 싸 졌 다 … 출고가 89 만 8 천 700 원 
IT과학	과학 기술 과 사회 발전 연구회 창립 세미나 
정치	예결 위원장 실 로 향하 는 3 당 간사 
정치	연내 시한 지키 는 철 도착 공식 … 남북 협력 제재 에 도 한 걸음 씩 진전 
경제	BNK 금융 그룹 지역 경제 살리 기 나선다 
생활문화	수상자 들 과 기념 촬영 하 는 나 나 영롱 킴 
IT과학	2019 마 이런 부산 KT 5 G 리얼 360 과 함께 달리 다 
정치	김정은 위원장 과 얘기 나누 는 대북 특사 단 
정치	여야 선거제 개혁 합의 … 연동 형 비례제 도입 구체 방안 검토 2 보 
세계	SCMP 前 편집장 홍콩 은 톈안먼 과 달라 … 軍 개입 가능 성 작 아 
정치	긴급 당정 청 회의 참석 하 는 장하성 청와대 정책 실장 
정치	각국 정상 들 과 대화 하 는 박 대통령 
생활문화	저 도 연륙교 입장객 10 만 명 돌파 
사회	이달 의 기자상 에 양진호 기획 보도 한 프레시안 등 
정치	광주 시청 점거 한 민주 노총 
생활문화	주말 N 여행 호남 권 붕 뜬 곡성 가정 마을 가 면 기차 타 며 농촌 체험 풍성 
정치	국감 현장 여야 휴대 전화 단말기 완전 자급 제 도입 하 라 … 정부 압박 종합 
IT과학	예상 못 한 결과 서 노벨상 나온다 … 계속 연구 지원 이 중요 종합 
생활문화	주말 타이 퀀의 풍경 
경제	황창규 KT 회장 핵심 사업 성장 돌파구 찾 을 수 있 다 
정치	安 민생 · 지역 경제 · 미래 가 키워드 劉 먹 고 사 는 문제 해결 종합 2 보 
IT과학	이통 3 사 5 G 중심 조직 개편 완료 … 차세대 이통 대전 예고 
IT과학	LG 유 플러스 서울 강남 에 5 G 시험 기지국 개소 
사회	제 1 차 세계 대전 종전 은 새로운 폭력 의 시작 이 었 다 
정치	ICBM 요격 능력 키우 는 美 … 신 형 미사일 로 北 위협 대비 실험 종합 
스포츠	LGU LTE 비디오 포털 추신수 · 박병호 경기 생 중계 
사회	게시판 신문 방송 편집인 협회 김동연 부총리 초청 토론회 
생활문화	한글 문학 평화 를 꿈꾸 다 … 경주 서 세계 한글 작가 대회 
생활문화	주말 N 여행 강원 권 자연 향취 가득 한 산나물 맛보 러 오 세요 ∼ 
스포츠	월드컵 신태용 독일 이기 지 말 라는 법 없 다 … 기회 올 것 
세계	시위 참여 홍콩 여대생 경찰 에 성폭력 당했 다 공개 고발 
세계	中 인터넷 에 톈안먼 탱크 맨 패러디 등장 했 다 삭제 돼 
세계	멕시코 대통령 2021 년 3 월 임기 중반 신임 투표 제안 
경제	미래 에 셋 대우 작년 영업 익 5 천 116 억 원 … 18 . 5 % 감소 
생활문화	문화 소식 국립 중앙 박물관 야외 정원 안내 도 제작 
IT과학	인터 파크 샤오미 홍미 노트 3 판매 중단 … KT 요구 종합 
사회	게시판 SK CC 경기 청년 IT 인 재 육성 프로그램 수강 생 모집 
정치	北 미사일 연료 주입 가능 성 … 카운트 다운 시작 됐 나 
생활문화	영상 태풍 제비 북상 중 … 한 반 도 올 가능 성 은 
세계	우리 사슴 상 이 세계 최대 … 캐나다 노르웨이 신경전 
사회	방 심위 태블릿 PC 보도 한 JTBC 에 문제없 음 의결 
IT과학	GE 이 엔 테크놀로지 와 손잡고 국내 태양광 시장 진출 
정치	與 의원 들 저 에게 투자 하 세요 … 후원금 모금 막바지 홍보전 
스포츠	박지수 WNBA 진출 도전 하 기 로 결정 … 다음 주 초 미국 출국 
경제	한 일 단조 주당 100 원 현금 배당 결정 
사회	노동계 SKT 가 CJ 헬로 비전 인수 하 면 일자리 축소 
세계	美 매체 中 사드 배치 결정 후 대북 원유 수출 늘려 
생활문화	대구 ∼ 타이베이 하늘길 활짝 … 5 월 정기 노선 취항 
경제	세 받 는 단독 · 다 가구 도 주택 연금 … 월세 · 연금 동시 에 받 는다 
정치	문재인 친 노 좌장 이해찬 공천 배제 에 할 말 없 다 종합 
경제	금융 꿀 팁 외화 보험 은 환 테크 상품 … 잘못 하 면 낭패 본다 
생활문화	날씨 중서부 미세먼지 나쁨 … 남부 새벽 까지 봄비 21 일 
IT과학	태양열 로 공기 중 물 얻 는다 
생활문화	예술 의 전당 시각 장애 인 초청 음악회 
IT과학	로봇 이 길 안내 척척 … 김포 공항 안내 로봇 시범 운영 
스포츠	한동민 이틀 동안 홈런 5 개 괴력 … SK 넥센 에 2 연승 
IT과학	섬 에서 도 초음파 진단 받 는다 … 기계 연 원격 진단 로봇 개발 
IT과학	LG V 30 미국 출시 완료 … V 시리즈 처음 으로 유럽 시장 도 노크 
스포츠	K 리그 2 우승 했 지만 활짝 웃 지 못하 는 아산 … 걱정 속 자축 
세계	시진핑 이달 말 바티칸 방문 해 교황 만날 가능 성 
경제	워크아웃 임시 대체 금융 권 협약 내달 1 일 부터 시행 
생활문화	수능 일 대 구 · 경북 매서운 추위 … 따뜻 하 게 입 으세요 
스포츠	기성용 호주 원정 제외 … 장거리 비행 · 소속 팀 전념 배려 
스포츠	변치 않 는 가을 사나이 SK 박정 권 그 가 끝냈 다 
경제	CJ ENM 2 분기 영업 익 968 억 원 … 22 . 3 % 증가 종합 2 보 
세계	미국 이 사망 공식 발표 한 IS 수괴 알 바그다디 는 누구 
생활문화	대전역 꽃시계 봄옷 입 어요 
세계	이스라엘 골란 고원 새 유대 인 정착 촌 트럼프 고원 명명 
정치	4 년 연임 제 · 수도 조항 명시 등 개헌 초안 문 대통령 에 보 고 종합 
경제	주유소 기름 값 계속 오르 는데 … 국제 유가 더 상승 할까 
세계	멕시코 신도 들 교황 위해 휴대 전화 로 19 ㎞ 빛 의 길 만든다 
경제	연체 예상 되 면 신용 대출 119 로 … 2 년 간 35 만 명 지원 
사회	전북 선관위 찾아가 는 선거 강연 2 ∼ 3 월 운영 
스포츠	박지성 키즈 손흥민 박지성 이 어 기성 용 도 넘 었 다 
IT과학	네이버 화상 채팅 앱 스노우 다운로드 2 억 돌파 … 매출 은 미미 
정치	北 홍수 로 잠자 던 국경 경비병 수백 명 사망 · 실종 
스포츠	금의환향 한 류현진 추신수 와 같 은 팀 특별 할 것 같 다 
IT과학	KT 고 가 요금제 혜택 확대 … TV · 음악 등 미디어 팩 추가 제공 
생활문화	경기 북부 올겨울 첫 한파 경보 … 체감 온도 더 낮 아 최강 추위 
사회	5 · 18 참여 시민 재 심서 39 년 만 에 무죄 … 헌정 질서 수호 
IT과학	IBS 단일 원자 특성 관찰 성공 … 양자 소자 구현 에 한발 
경제	카카오 페이지 15 일 거래 액 10 억 넘 어 … 하루 최고 기록 
IT과학	SNS 돋보기 이통 3 사 통신비 인하 반대 … 대 기업 횡포 비판 
경제	이주열 대내외 여건 만만 치 않 아 … 경제 낙관 어려워 
스포츠	삼성 라이온즈 전국 재해 구호 협회 에 2 천만 원 증여 
정치	감정평가 3 법 개정 놓 고 정부 감정평가 사 재 충돌 종합 
정치	김병준 조강 특위 에 전례 없 는 권한 줄 것 
사회	보훈 처장 이 재향군인회 임원 해임 명령 가능 … 관리 · 감독 강화 종합 
정치	손학규 비핵화 구체 적 진전 없 어 … 北 현재 핵 폐기 의사 밝혀야 
스포츠	올림픽 한국 PG 용평 경기장 인근 에 PG 패밀리 홈 개관 
정치	박수현 문 대통령 은 실용 적 지도자 라는 데 靑 참모 들 이견 없 어 
정치	안철수 미 국행 에 뒷말 … 책임 피하 는 지도자 이미지 종합 
정치	정부 LG 유 플러스 에 시정 명령 … 분실 폰 유심 차단 안 돼 
IT과학	과기부 톈궁 1 호 오전 9 시 께 한반도 상공 지나 … 외출 자제 
IT과학	LG K 10 도 있 어요 
정치	朴 대통령 경제 걸림돌 적폐 척결 해야 … 부패 예방책 곧 발표 종합 2 보 
세계	이란 美 제재 유예 불허 에 원유 길목 호르무즈해협 봉쇄 경고 
경제	게시판 소프트 뱅크 벤처 스 19 ∼ 20 일 소프트 뱅크 월드 참여 
정치	천정배 총선 홍보 비 파동 에 잘못 있 으면 단호히 책임 물 을 것 
스포츠	역전 발판 놓 은 괴물 류현진 의 무서운 집중력 
세계	네덜란드 자국 출신 IS 포로 입국 거부 에 터키 반발 
경제	카카오 2 분기 최대 매출 에 도 투자 부담 에 수익 성 털썩 종합 2 보 
생활문화	게시판 U 5 G 갤러리 대한민국 광고 대상 2 개 부문 수상 
스포츠	전설 코비 농구 인생 담 은 애니메이션 으로 아카데미상 후보 에 
IT과학	SKT 글로벌 ICT 명소 로 주목 받 는 티 움 
생활문화	보 고 먹 고 체험 하 는 완도 수산물 축제 내달 4 일 개막 
경제	OBS 스타트업 · 중기 일자리 창출 업무 협약 
사회	고 삼석 방통 위원 이동 통신 유통점 현장 방문 
스포츠	우린 두렵 지 않 다 … FC 바르셀로나 테러 희생자 추모 
사회	유영민 과기 장관 RD 예산 배분 과 기계 · 연구자 가 맡 아야 종합 
정치	교육 유은혜 · 국방 정경 두 · 여성 진선미 … 文 대통령 중폭 개각 종합 
스포츠	전광 인 공격 블로킹 서재덕 한 번 은 복수 하 고 싶 었 어요 
IT과학	진동 · 움직임 감지 하 는 근육 단백질 새로 발견 
생활문화	길 따라 멋 따라 고래 문화 관광 1 번지 … 울산 장생포 
스포츠	김신욱 4 경기 연속 골 신태용 호 라트비아 에 10 승리 
경제	미래 에 셋 운용 미래 에 셋 평 생 소득 TIF 설정 액 1 천억 원 돌파 
IT과학	기초 · 원천 연구 성과 물 사업 화 해 본격 활용 한다 
경제	그래픽 한 은 기준 금리 연 1 . 75 % 로 0 . 25 % p 인상 
정치	北 북한 인권법 에 극악 한 대결 책동 비난 
세계	獨 검찰 돈세탁 연루 의혹 으로 도이체 방크 본사 압수수색 
정치	홍영표 남북 교류 · 경협 국회 가 적극 참여 하 도록 해야 
사회	우상호 초선 들 소집 … 부적 절 언행 이젠 그만 내부 단속 
세계	참사 를 정치 에 이용 하 다니 … 뉴질랜드 · 호주 터키 관계 냉기류 
생활문화	신간 어느 과로사 · 자동 화 된 불 평등 
경제	LS 미국 손자 회사 에 1 천 782 억 원 채무 보증 결정 
생활문화	정이현 단편 소설 영영 여름 日 문예지 에 소개 
IT과학	LG 전자 G 6 128 GB · G 6 32 GB 내일 출시 
세계	미국 국경 지역 아프리카 불법 이민자 급증 
생활문화	가을 향기 그윽 한 주말 … 충북 나들이객 북적 
스포츠	구자철 복귀 … 연습 경기 45 분 맹활약 대표 팀 복귀 청신호 
생활문화	캐 세이 패 시 픽 인천 홍콩 왕복권 28 만 원 대 판매 
사회	진실 의 힘 인권 상 에 산업재 해 피해 가족 단체 다시 는 
정치	국감 장 에 나타난 태권 소년 
사회	고령 층 비 고령 층 스마트 격차 극심 
사회	고려대 이동식 3 차원 실내 지도 작성 장치 기술 이전 
정치	불쾌 한 靑 왜 전 대개 입 으로 몰 아 대통령 때리 나 
세계	아프리카 수단 공장 서 폭발 후 화재 … 최소 23 명 사망 종합 
정치	푸틴 中 부총리 만나 중 · 러 국제 문제 협력 강조 
정치	이야기 하 는 조정식 과 윤관석 
사회	게시판 아리랑 국제방송 16 개 지역 MBC 와 업무 협약 
정치	민주 이재명 징 계 일단 유보 … 당 안팎 논란 잠재 종합 2 보 
생활문화	성공 한 덕 후 플루티스트 받 은 가르침 나누 고 싶 어요 
경제	텔루스 광학 렌즈 업체 디오스 텍 인수 
IT과학	게시판 SK 텔레콤 골드 번호 5 천 개 추첨 
경제	게시판 NH 투자 증권 100 세 시대 행복 리포트 49 호 
정치	朴 대통령 케냐 와 정상 회담 … 산단 · 전력 · 원자력 MOU 체결 종합 
세계	트럼프 10 월 1 일 예정 된 중국 산 관세율 인상 조치 2 주 연기 
생활문화	탈 림 영향 으로 거세 진 파도 
스포츠	獨 언론 도르트문트 이승우 에 눈독 … U 20 서 강한 인상 
생활문화	4 월 에 눈 내린 대관령 
사회	KBS 진실 미래 위 전 경영진 블랙 · 화이트 리스트 확인 
경제	세제 혜택 줄이 자 2 월 임대 사업자 등록 뚝뚝 … 15 개월 만 의 최저 
스포츠	여자 축구 지소연 · 이민아 아시안 게임 첫 우승 위해 총출동 종합 
IT과학	통신사 고객 마일리지 안 알리 면 과태료 최고 1 천만 원 
생활문화	신간 단백질 의 일생 · 뇌 과학 의 비밀 
사회	인사말 하 는 권영길 언론 노조 초대 위원장 
세계	이란 간첩 혐의 수감 美 영주 권 자 4 년 만 에 석방 
스포츠	류현진 7 이닝 무실점 · ERA 1 . 45 로 시즌 12 승 눈앞 종합 
IT과학	KT 스마트폰 배터리 절감 기술 효과 확인 … 평균 38 % 줄 어 
경제	KTB 투자 증권 동아 에스티 3 분기 실적 쇼크 … 목표 가 ↓ 
IT과학	디지털 스토리 하루 10 시간 게임 하 는 아들 이게 병 아니 면 뭔 가요 
정치	모레노 IDB 총재 자리 안내 하 는 문 대통령 
생활문화	경기 북부 1 ∼ 3 ㎝ 적설 에 영하 권 추위 이어져 
정치	선관위 보좌 직원 에게 퇴직금 지급 정치 자금 법 위반 아냐 속보 
스포츠	류현진 또 7 이닝 무실점 … 시즌 9 승 · 통산 49 승 보인다 
세계	美 상원 의원 육군 신병 모집 때 中 소셜 미디어 이용 말라 
정치	정책 의원 총회 에서 발언 하 는 이해찬 대표 
생활문화	1940 년 대 LA 에선 무슨 일 이 … 뮤지컬 시티 오브 엔젤 
생활문화	영화제 · 송 페스티벌 … 쌀쌀 한 날씨 속 부산 곳곳 축제 열기 
스포츠	네이버 프로 야구 인기 검색어 는 … 삼성 라이온즈 팀 중 1 위 
정치	문 대통령 헬멧 고마워요 
경제	증시 신상품 키움증권 연 7 . 6 % 수익 추구 ELS 
정치	국회 패스트 트랙 법안 접수 의 안과 에 경호 권 발동 2 보 
스포츠	베이징 키즈 AG 까지 갈까 … 선동 열호 예비 엔트리 대거 승선 
정치	김종인 리먼 브라더스 사태 처럼 경제 적 충격 지속 되 지 않 을 것 
경제	재건축 의 힘 … 강남구 아파트 값 3 . 3 ㎡ 3 천 300 만 원 
생활문화	조정래 · 김홍신 · 고은 … 생존 작가 이름 붙인 문학관 잇따라 
세계	일본 남동부 서 규모 6 . 4 지진 … 쓰 나미 경보 는 발령 안 돼 종합 
생활문화	낮 에 는 폭염 밤 엔 열대야 … 푹푹 찌 는 날씨 에 온열 질환 비상 
생활문화	관람객 맞 은 비밀 정원 성락원 … 인공 이 자연 을 넘 지 않 는 곳 
스포츠	프로 농구 kt 로건 없이 도 삼성 완파 … 벌써 지난해 10 승 . .. 
스포츠	대한항공 나와라 … 현대캐피탈 4 시즌 연속 챔피언 결정 전 진출 
세계	바레인 유엔 반대 에 도 테러 혐의 사형수 2 명 형 집행 
스포츠	프로 농구 구단 들 기대 이하 외국 인 선수 들 과감 한 손 . .. 
IT과학	국제 대학생 프로그래밍 대회 서 서울대 3 위 · KAIST 9 위 종합 
경제	미 중 긴장 완화 분위기 에 원 달러 환율 6 . 6 원 ↓… 나흘 만 에 하락 
경제	코스피 외인 · 기관 팔자 에 하 락 … 2283 마감 종합 
경제	롯데 정보 통신 지멘스 인더스 트리 소프트웨어 와 파트너십 체결 
생활문화	불면 의 시대 에 권하 는 두 권 의 책 
세계	외교부 남북 사무소 개소 美 와 긴밀 협의 … 취지 충분히 설명 
경제	케이 엔 씨 글로벌 40 억 원 규모 전환사채 발행 결정 
경제	라인 캐릭터 와 갤 노트 8 의 만남 … 삼성 대만 팝업 스토어 오픈 
경제	포스코건설 전주 에코 시티 더샵 2 차 분양 
스포츠	여자 축구 이현영 토종 스트라이커 자존심 으로 AG 금 도전 
생활문화	책 의 도시 김해 로 오 세요 … 31 일 독서대 전 개막 
사회	16 세 성폭행 의혹 극단 대표 미성년자 성폭행 또 폭로 돼 
정치	이인영 한국 당 오늘 까지 필리 버스터 철회 해야 … 아니 면 41 로 
사회	제 2 기 4 차 산업 혁명 위 구성 … 장병규 위원장 연임 
경제	KTB 투자 디스플레이 패널 가격 상승 최소 2 분기 지속 
IT과학	현대 · 기아차 협 력사 초청 RD 테크 데 이 열 어 
IT과학	LG 유 플러스 아동 양육 시설 에 Utv 보급 
세계	트럼프 파월 연준 의장 위협 … 해임 할 권한 있 어 
스포츠	여자 농구 대표 팀 존스컵 서 일본 에 7078 패배 
스포츠	스토크 시티 전 6 분 출전 손흥민 팀 내 최 하위 평점 
정치	北 SLBM 위협 대응 전문가 제언 … 핵 잠수함 도입 시급 
경제	바 디프 랜드 5 월 안마 의자 1 만 5 천 대 판매 … 창사 후 최대 
세계	미국 소두증 위험 지 방문자 헌혈 금지 추진 
경제	대신 증권 CGV 3 분기 최대 실적 … 추석 · 52 시간 효과 
경제	한진 해운 4 천억 유동 성 추가 확보 · 용선료 협상 추진 
스포츠	올림픽 北 응원단 우리 선수 장 하 다 … 아낌없 는 격려 와 함성 
경제	국고 채 금리 일제히 하 락 … 3 년 물 연 2 . 231 % 
세계	나루히토 일 왕 즉위 축하 행사 … 일본인 행복 · 세계 평화 바란다 
스포츠	NC 전 첫 승 린드 블럼 추운데 응원 해 준 팬 들 감사 해 종합 
세계	생명 은 희망 … 지진 때 출생 아기 · 붕괴 건물 노인 돌보 는 日 시민 
세계	게시판 남아공 관광 청 관광 워크숍 개최 
정치	朴 대통령 오전 10 시 30 분 NSC 주재 … 우 병우 논란 속 일정 재개 
세계	이란 · 이라크 IS 수괴 사망 정보 확보 
세계	이스라엘 관리 가 자 지 구 팔레스타인 인 들 의 이 주 모색 
경제	SC 제일은행 페이 코 제휴 계좌 개설 서비스 출시 
IT과학	새로운 노화 원인 물질 발견 … 세포 노화 억제 · 회복 가능 
생활문화	투어 춘천 물레 길 낭만 이 흐르 는 호수 의 여정 
생활문화	한국 중산 층 가족 의 정신 적 퇴행 … 정이현 소설 
IT과학	갤 노트 10 9 일 부터 국내 사전 판매 … 124 만 8 천 500 원 부터 
사회	창원 서 빗길 달리 던 25 t 트럭 넘어져 7 중 추돌 … 3 명 다쳐 
스포츠	12 연패 탈출 견인 김학민 KB 손 보 의 기둥 … 책임 감 . .. 
세계	이란 보수 매체 반정부 시위 폭 도 외국 정보 기관 에 매수 자백 
경제	코스피 이틀 째 올라 2100 선 턱밑 … 코스닥 700 선 회복 2 보 
스포츠	연장 혈투 치른 인삼 공사 김승기 감독 힘들 어 쓰러질 것 같 다 
사회	특징 주 아 컴 스튜디오 불성실 공시 법인 지정 예고 에 약세 
스포츠	킹 제임스 NBA 통산 3 만점 돌파 … 역대 최 연소 
경제	KTB 증권 삼성 SDI 어 닝 쇼크 … 목 표주 가 내려 
IT과학	네이버 자율 차 첫 공개 … 완전 자동 주행 목표 로 달려 요 종합 
IT과학	꿈 의 물질 철 로 만든 초전도체 상용 화 성큼 
스포츠	탬파 베이 최지만 연속 범타 후 교체 … 시즌 타율 0 . 263 
사회	도둑 · 경찰 · 특수 요원 이 들려주 는 침입 의 건축학 
스포츠	한국전력 거포 가빈 에 특급 신인 김명관 충전 … 탈 꼴찌 노린다 
경제	두산건설 1 천 214 억 원 주택 재 개발 공사 수주 
스포츠	영상 베트남 영웅 박항서 다른 나라 서 성과 있 으니 . .. 
생활문화	전국 맑 다가 오후 부터 구름 많 아 져 … 일부 지역 빗방울 
세계	집회 금지 수용 못 해 … 홍콩 시민 수만 명 대 규모 反 송환 법 시위 
정치	한미 정상 연합 군사 훈련 연기 합의 전화 통화 요지 
